;id;name;city;min_salary;max_salary;company;published_at;experience;schedule;employment;description;conditions;requirement;responsibility;key_skills
1;34043065;Программист;Новосибирск;50000.0;150000.0;Промышленная маркировка;2019-10-17T13:12:43+0300;От 3 до 6 лет;Гибкий график;Полная занятость;Компания Промышленная маркировка является частью международного холдинга Markem Image в области маркировки и кодировки товара. Уже 13 лет наша компания является надежным поставщиком крупным производителям Сибири и Дальнего Востока качественных и инновационных устройств для промышленной маркировки: каплеструйных, термотрансферных, принтеров-аппликаторов и лазерных систем печати и оригинальных расходных материалов. Наша компания производит полный цикл работ: продажа, запуск линий, обслуживание гарантийное и постгарантийное.Требуется инженер - программистДля написания и адаптации Программного обеспечения производства и маркировочного оборудования.Ваша задача находить решение в нестандартных ситуацияхРабота не совсем простая но очень интересная. Требования:  Разработка программ для промышленного комплекса, высокое быстродействие систем, архивация и обработка данных. Написание програм с нуля для управления производством Написание программ для управления маркировочным оборудованием на производстве адаптация программного обеспечения с линиями производства и маркировочного оборудования. написание протоколов связи 1С Предприятие с маркировочным оборудованием Работа с C++, SQL сервер, C#/, s-sharp Работа с ERP Системами Знание технического английского будет Вашим преимуществом.  Условия:  Официальное трудоустройство Заработная плата: оклад + % с реализации проекта по результатам собеседования. Краткосрочные командировки по РФ на пусконаладочные работы программного обеспечения. Официальное трудоустройство или как фрилансер удаленно мы готовы заключить договор на взаимовыгодных условиях. ;  Официальное трудоустройство Заработная плата: оклад + % с реализации проекта по результатам собеседования. Краткосрочные командировки по РФ на пусконаладочные работы программного обеспечения. Официальное трудоустройство или как фрилансер удаленно мы готовы заключить договор на взаимовыгодных условиях. ;Знание технического английского будет Вашим преимуществом.;Для написания и адаптации Программного обеспечения производства и маркировочного оборудования. Ваша задача находить решение в нестандартных ситуациях. Разработка программ для...;
38;33941234;Программист;Санкт-Петербург;60000.0;130000.0;Филиал СКБ Энергия АО Завод Энергия;2019-10-16T07:51:52+0300;От 1 года до 3 лет;Полный день;Полная занятость;"Обязанности:   разработка программного обеспечения;   доработка, тестирование, отладка существующего программного обеспечения;   разработка программной документации;   настройка программного обеспечения;   исправление неисправностей, проведение стыковых мероприятий с ПО сторонних организаций, в т.ч. в командировках   Требования:   опыт работы в ОС Linux, в т.ч. использование командной строки   разработка программ для Linux на C/C++ (использование make, gcc, gdb, использование средств ssh, sftp)   использование графических средств разработки (IDE)   готовность к редким командировкам   образование высшее очное (желательно специалист либо магистр)     Желательно:   опыт разработки с использованием Qt (4.6 или выше)   опыт установки, настройки ЭВМ под управлением ОС Linux (настройка и проверка сети, текущего оборудования)   опыт использования баз данных   Условия:   компания полностью белая;   пятидневная рабочая неделя (выходные: суббота, воскресенье);  уровень з/п зависит от личного вклада в работу компании и состоит из фиксированного оклада и премий (надбавок);  возможность выбора начала рабочего дня от 7:30ч до 9:30ч (обед 30 мин);  ";"   компания полностью белая;   пятидневная рабочая неделя (выходные: суббота, воскресенье);  уровень з/п зависит от личного вклада в работу компании и состоит из фиксированного оклада и премий (надбавок);  возможность выбора начала рабочего дня от 7:30ч до 9:30ч (обед 30 мин);  ";Опыт работы в ОС Linux, в т.ч. использование командной строки. Разработка программ для Linux на C/C++ (использование make...;Разработка программного обеспечения. Доработка, тестирование, отладка существующего программного обеспечения. Разработка программной документации. Настройка программного обеспечения. Исправление неисправностей, проведение стыковых мероприятий...;
41;33795867;Программист;Москва;60000.0;80000.0;МИРРА - М;2019-10-17T17:05:31+0300;От 1 года до 3 лет;Гибкий график;Полная занятость;"IT-отдел российской производственной Компании ищет в штат сотрудника, готового к обучению и профессиональному развитию. График обсуждается с соискателем, нахождение в офисе обязательно на период обучения.   Обязанности:  Поддержка сайта и помощь в доработках (внесение правок в текущие проекты) Системное администрирование небольшого офиса (в редких случаях, когда системный администратор отсутствует)  Требования:  Хорошие знания PHP7, MySQL, HTML, CSS, JavaScript; Знание архитектуры 1С-Битрикс; Наличие технического образования (среднее специальное, высшее) Опыт разработки нестандартного функционала на CMS 1С-Битрикс (модули, компоненты, интеграция с различными сервисами) приветствуется; Желательно наличие сертификатов от 1С-Битрикс.  Условия:  Оформление по ТК РФ Гибкий график работы Корпоративные скидки на продукцию Испытательный срок - 2 месяца Возможность обучения и профессионального развития и реализации Офис в 5 минутах от м. Бауманская ";  Оформление по ТК РФ Гибкий график работы Корпоративные скидки на продукцию Испытательный срок - 2 месяца Возможность обучения и профессионального развития и реализации Офис в 5 минутах от м. Бауманская ;Хорошие знания PHP7, MySQL, HTML, CSS, JavaScript. Знание архитектуры 1С-Битрикс. Наличие технического образования (среднее специальное, высшее). ;Поддержка сайта и помощь в доработках (внесение правок в текущие проекты). Системное администрирование небольшого офиса (в редких случаях, когда системный...;"JavaScript; HTML; CSS; 1С-Битрикс; MySQL"
31;33631099;Программист;Тюмень;40000.0;55000.0;ГАУ ТО ЦЗН города Тюмени и Тюменского района;2019-10-18T07:03:17+0300;Нет опыта;Полный день;Полная занятость;"Обязанности:   Ваша работа будет заключаться в ... - Консультации пользователей по вопросам работы в программных продуктах 1С (УПП, Бухгалтерия, ЗУП); - Программировании и доработке конфигураций 1С в соответствии с техническими заданиями; - Мониторинге выхода новых типовых конфигураций необходимых для обновления программ на базе 1С, контроль изменений в новых конфигурациях; - Разработке конфигурации в 1С по представленным техническим заданиям других отделов и подразделений предприятия.  Требования:   нет требований к стажу Работа с компьютером на профессиональном уровне Эта работа для Вас если… - Вы имеете высшее техническое образование; - Умеете проектировать информационные системы и базы данных, владеть встроенным языком программирования 1С, имеете опыт программирования в иных формализованных языках программирования; - Ориентируетесь в основных конфигурациях 1С связанных с функционированием средних и крупных предприятий; - Знаете устройство и принципы работы операционных систем и компьютерной техники; - Умеете работать в режиме многозадачности.   Условия:   Пятидневная рабочая неделя с 8-00 до 17-00   оформление в рамках трудового законодательства   Повременно-премиальная оплата труда  Адрес рабочего места: рп Винзили, р-н Тюменский, ул Вокзальная развозка людей питание в столовой обучение за счет работодателя вакансия рассматривается по результатам изучения резюме ";   Пятидневная рабочая неделя с 8-00 до 17-00   оформление в рамках трудового законодательства   Повременно-премиальная оплата труда  Адрес рабочего места: рп Винзили, р-н Тюменский, ул Вокзальная развозка людей питание в столовой обучение за счет работодателя вакансия рассматривается по результатам изучения резюме ;Нет требований к стажу. Работа с компьютером на профессиональном уровне. Эта работа для Вас если…. - Вы имеете высшее техническое образование. - ;Ваша работа будет заключаться в ... - Консультации пользователей по вопросам работы в программных продуктах 1С (УПП, Бухгалтерия, ЗУП). - ;
66;33712351;Программист;Казань;;50000.0;ТАЙМБОКС;2019-09-23T10:52:05+0300;От 1 года до 3 лет;Полный день;Полная занятость;Обязанности:  написание скриптов автоматизации ведение кодовой базы  Требования:  уверенная работа со скриптовыми языками bash, sed,awk знание архитектуры linux (работы с сетевыми интерфейсами, потоки, сервисы,) аккуратность в коде работа с git репозиториями  Условия:  Работа в интересном развивающемся проекте в сфере embedded молодой коллектив единомышленников просторный офис и печеньки график 5/2 с 10 до 18 с обеденным перерывов ;  Работа в интересном развивающемся проекте в сфере embedded молодой коллектив единомышленников просторный офис и печеньки график 5/2 с 10 до 18 с обеденным перерывов ;Уверенная работа со скриптовыми языками bash, sed,awk. Знание архитектуры linux (работы с сетевыми интерфейсами, потоки, сервисы,). Аккуратность в коде. ;Написание скриптов автоматизации. Ведение кодовой базы.;"Bash; Linux; Git"
7;33790929;Программист;Самара;25000.0;40000.0;777;2019-10-17T13:58:58+0300;От 1 года до 3 лет;Полный день;Полная занятость;"Обязанности :  подключение и настройка оборудования  Поддержка и консультирование пользователей 1С.  Работа с данными (поиск и исправление ошибок, обработка данных, участие в переносах и проверке данных).  Создание пользовательских инструкций для разрабатываемых и поддерживаемых ИС   Создание отчетов и обработок для оперативного получения/изменения информации в БД.   Локализация, исправление ошибок в штатном функционале.   Поддержка интеграционных механизмов со смежными системами.   Требования:  Практический опыт по самостоятельному поиску решения проблем пользователей при каждодневном использовании ими систем 1С. Умение читать чужой код Навык разработки приложений на платформе 1С не мене уровня написания логики обработок данных и формирования запросов для получения данных. Знание платформы 1С и опыт разработки под клиент-серверную архитектуру и управляемые формы Опыт работы и разработки на базе конфигурации 1С: Бухгалтерия Предприятия 3.0,1С Розница Работа по интеграции с другими учетными системами на платформе 1С.  Условия:  официальное трудоустройство; своевременная выплата заработной платы ";"  официальное трудоустройство; своевременная выплата заработной платы ";Практический опыт по самостоятельному поиску решения проблем пользователей при каждодневном использовании ими систем 1С. Умение читать чужой код. ;Подключение и настройка оборудования. Поддержка и консультирование пользователей 1С. Работа с данными (поиск и исправление ошибок, обработка данных, участие...;"1С: Комплексная автоматизация; 1С: Торговля; Настройка сетевых подключений; Торговля; 1С: Розница; 1С программирование"
9;34121397;Программист;Ростов-на-Дону;30000.0;;Медицинский Консилиум;2019-10-16T14:48:42+0300;Нет опыта;Полный день;Полная занятость;"Приглашаем на работу начинающих специалистов, выпускников ВУЗов а также студентов последних курсов. Обязанности:  Разработка программы для медицинской диагностики по готовым алгоритмам; Техническая поддержка медицинской информационной системы; Настройка IP-телефонии.  Требования:  готовы рассмотреть кандидатов без опыта.  Условия:  з/п от 30000 рублей график 5/2 с 8.30 до 17.00 официальное оформление по ТК с первого дня работы офис находится в центре города. ";  з/п от 30000 рублей график 5/2 с 8.30 до 17.00 официальное оформление по ТК с первого дня работы офис находится в центре города. ;Готовы рассмотреть кандидатов без опыта.;Разработка программы для медицинской диагностики по готовым алгоритмам. Техническая поддержка медицинской информационной системы. Настройка IP-телефонии.;"Проведение тестирований; контроль запуска настроенных програм; сопровождение и корректировка внедренных программ"
52;33848142;Программист;Казань;30000.0;;ПАТП №2;2019-10-01T09:34:22+0300;От 1 года до 3 лет;Полный день;Полная занятость;Обязанности:  Программирование в ERP «Галактика»  Требования:  Опыт работы в программировании от 1 года Возможно без опыта работы в ERP Галактика, но знание языков программирования Delphi‚ C++‚ Pascal, 1С Предприятие позволит быстрее изучить язык программирования VIP и среду разработки Атлантис.  Условия:  Пятидневная рабочая неделя с 8.00 до 17.00 Оформление в соответствии с трудовым кодексом РФ, полный социальный пакет, вступление в профсоюз Стабильный и прозрачный доход: базовый оклад + ежемесячные премии Забота о здоровье: имеется тренажерный зал, здравпункт (терапевт, стоматолог, отоларинголог) Участие в корпоративных мероприятиях Доставка до места работы и обратно вахтовым автобусом Льготный проезд на всех автобусах предприятия   ;  Пятидневная рабочая неделя с 8.00 до 17.00 Оформление в соответствии с трудовым кодексом РФ, полный социальный пакет, вступление в профсоюз Стабильный и прозрачный доход: базовый оклад + ежемесячные премии Забота о здоровье: имеется тренажерный зал, здравпункт (терапевт, стоматолог, отоларинголог) Участие в корпоративных мероприятиях Доставка до места работы и обратно вахтовым автобусом Льготный проезд на всех автобусах предприятия   ;Опыт работы в программировании от 1 года. Возможно без опыта работы в ERP Галактика, но знание языков программирования Delphi‚ C++...;Программирование в ERP «Галактика».;
6;34106948;Программист;Омск;40000.0;;Производственное Конструкторско-Технологическое Предприятие Транспорт;2019-10-16T05:31:38+0300;От 1 года до 3 лет;Полный день;Полная занятость;Обязанности:  Разработка алгоритма и ПО для устройств работающих на базе микроконтроллеров семейств AVR, STM32  Требования:  Высшее техническое образование Знание основ цифровой и аналоговой схемотехники Знание теории и принципов работы микроконтроллеров и их периферии Знания и опыт работы в области цифровых интерфейсов (RS-485 протокол Modbus RTU)  Условия:  Официальное трудоустройство Белая заработная плата по результатам собеседования Полный соцпакет Пятидневная рабочая неделя с 08-00 до 17-00, возможен гибкий график по договоренности Возможность обучаться и развиваться Карьерный рост Работает столовая ;  Официальное трудоустройство Белая заработная плата по результатам собеседования Полный соцпакет Пятидневная рабочая неделя с 08-00 до 17-00, возможен гибкий график по договоренности Возможность обучаться и развиваться Карьерный рост Работает столовая ;Высшее техническое образование. Знание основ цифровой и аналоговой схемотехники. Знание теории и принципов работы микроконтроллеров и их периферии. ;Разработка алгоритма и ПО для устройств работающих на базе микроконтроллеров семейств AVR, STM32.;
5;33432969;Программист;Омск;45000.0;;ОмЗМ-МЕТАЛЛ;2019-10-17T08:31:10+0300;От 1 года до 3 лет;Полный день;Полная занятость;"Обязанности:  Поддержка пользователей ПО Complex; Программирование и развитие ПО Complex; Администрирование MS SQL; Администрирование FireBird;  Требования:  Высшее образование, желательно в сфере информационных технологий; Опыт работы от 1-го года на должностях Программист Delphi; Опыт работы программирования больших систем; Знание Delphi, SQL;  Условия:  Официальное трудоустройство, достойная белая заработная плата 2 раза в месяц; Полный социальный пакет; Обеспечение спец одеждой; Столовая на территории предприятия, возможность питания в счет заработной платы; Доставка транспортом предприятия по г. Нефтяников и Левому берегу; График работы 5/2.  «ОмЗМ -МЕТАЛЛ»- работаем с 1956 года. Предоставляет широкие возможности для раскрытия собственного потенциала и карьерного роста своих сотрудников. Наш коллектив — это команда профессионалов. Мы приветствуем появление в своих рядах специалистов, чья энергия и профессиональные знания будут способствовать в достижении «ОмЗМ -МЕТАЛЛ» своих амбициозных целей.";"  Официальное трудоустройство, достойная белая заработная плата 2 раза в месяц; Полный социальный пакет; Обеспечение спец одеждой; Столовая на территории предприятия, возможность питания в счет заработной платы; Доставка транспортом предприятия по г. Нефтяников и Левому берегу; График работы 5/2.  «ОмЗМ -МЕТАЛЛ»- работаем с 1956 года. Предоставляет широкие возможности для раскрытия собственного потенциала и карьерного роста своих сотрудников. Наш коллектив — это команда профессионалов. Мы приветствуем появление в своих рядах специалистов, чья энергия и профессиональные знания будут способствовать в достижении «ОмЗМ -МЕТАЛЛ» своих амбициозных целей.";"Высшее образование, желательно в сфере информационных технологий. Опыт работы от 1-го года на должностях &quot;<highlighttext>Программист</highlighttext> Delphi&quot;. Опыт работы программирования...";Поддержка пользователей ПО Complex. Программирование и развитие ПО Complex. Администрирование MS SQL. Администрирование FireBird.;"Delphi; SQL"
2;33874912;Программист;Ростов-на-Дону;50000.0;;АКРУС;2019-10-18T09:43:51+0300;От 1 года до 3 лет;Полный день;Полная занятость;"Задачи:  Поддержание текущей конфигурации 1С УПП / ЗУП (8.3) Автоматизация хозяйственной деятельности компании на платформе 1С УПП. Опыт работы с 1 С 8.3, в том числе, через облако приветствуется. Помощь в работе пользователей с типовыми программами 1С; Знание весовых программ;  Требования: Знание 1С и весовых программ  Аналогичный опыт работы от года. Опыт сопровождения и доработки 1С УПП и весовых программ. Высшее образование (техническое, бух учет, экономическое);  Условия работы:  Полная занятость. Пятидневка с 8 или с 9 утра. Комфортный офис на Северном, филиалы по городу. ";;Опыт работы с 1 С 8.3, в том числе, через облако приветствуется. Помощь в работе пользователей с типовыми программами...;Поддержание текущей конфигурации 1С УПП / ЗУП (8.3). Автоматизация хозяйственной деятельности компании на платформе 1С УПП.;"1С: Зарплата и управление персоналом; 1С программирование; 1С: Управление Производственным Предприятием; 1С: Документооборот; 1С: Управление персоналом"
