;id;name;city;min_salary;max_salary;company;published_at;experience;schedule;employment;description;conditions;requirement;responsibility;key_skills
5;33732475;Программист-разработчик;Новосибирск;;200000.0;ИССЛЕДОВАТЕЛЬСКИЙ ЦЕНТР ГУЗИК;2019-10-18T05:34:46+0300;От 1 года до 3 лет;Полный день;Полная занятость;"Обязанности: Разработка алгоритмов и программирование: - на C и/или C++, в т.ч. с применением технологий GPGPU (CUDA); - на Verilog с использованием FPGA   Требования: Высокий уровень математических знаний. Желателен опыт в программировании на C и/или C++ задач обработки данных, в тот числе с применением технологий GPGPU (CUDA); программировании встроенного кода на Verilog с использованием FPGA. Разработка ведется преимущественно в операционной среде MS Windows.Приветствуется опыт разработки низкоуровнего и встроенного ПО, разработки и применения алгоритмов цифровой обработки сигналов. Резюме желательно в 2-х вариантах (одновременно):на русском и английском языках. Условия: Работа в стабильной IT-Компании (12 лет в Новосибирском Академгородке),компания ООО «Исследовательский центр Гузик»  является дочерней от компании «Guzik Technical Enterprises» , которая производит измерительные программно-аппаратные комплексы, предназначенные для исследования процессов магнитной записи в системах хранения данных: устройства механического позиционирования с субнанометровой точностью, высокоскоростные устройства считывания сигналов (40 GHz), высокоскоростные устройства цифровой обработки сигналов (7 GS/sec); высокая з/плата, премии (до 200 000 руб. в месяц); официальное трудоустройство, для магистрантов и аспирантов возможно совместительство и гибкий график работы; комфортные рабочие помещения в офисе, кухня (чай, кофе, печенье прилагаются). Нужно быть готовым к командировкам в США (Калифорния, Mountain View).";" Работа в стабильной IT-Компании (12 лет в Новосибирском Академгородке),компания ООО «Исследовательский центр Гузик»  является дочерней от компании «Guzik Technical Enterprises» , которая производит измерительные программно-аппаратные комплексы, предназначенные для исследования процессов магнитной записи в системах хранения данных: устройства механического позиционирования с субнанометровой точностью, высокоскоростные устройства считывания сигналов (40 GHz), высокоскоростные устройства цифровой обработки сигналов (7 GS/sec); высокая з/плата, премии (до 200 000 руб. в месяц); официальное трудоустройство, для магистрантов и аспирантов возможно совместительство и гибкий график работы; комфортные рабочие помещения в офисе, кухня (чай, кофе, печенье прилагаются). Нужно быть готовым к командировкам в США (Калифорния, Mountain View).";Высокий уровень математических знаний. Желателен опыт в программировании на C и/или C++ задач обработки данных, в тот числе с...;Разработка алгоритмов и программирование: - на C и/или C++, в т.ч. с применением технологий GPGPU (CUDA). - на Verilog с...;"C и/или C++, в т.ч. с применением технологий GPGPU (CUDA);; Verilog с использованием FPGA"
53;34067997;Программист-разработчик;Москва;;140000.0;Центр Митоинженерии МГУ им.М.В.Ломоносова;2019-10-17T12:06:28+0300;От 1 года до 3 лет;Полный день;Полная занятость;"Наш компания (mitotech.ru) ищет программиста с уверенным знанием Linux. Нужен Linux-админ (или продвинутый пользователь Linux) и веб-разработчик в одном лице. Задачи интересные: от клинических испытаний нового лекарства до создания роботизированного биологического эксперимента, мы находимся на территории МГУ Сейчас в компании все отлажено, работы, связанной непосредственно с администрированием Linux сервисов, будет немного и есть человек, который сейчас этим всем занимается, но в конце года уходит. Что касается программирования, то эти навыки мы можем помочь развить, так как наша команда состоит из программистов с 20-летним стажем - в основном пишем на Java (/Python/C++). Windows администрирования не будет, в команде уже есть специалист, который занимается всеми клиентскими станциями и Windows серверами. Обязанности:  Поддержка Linux-сервисов (эпизодически) Участие в разработке WEB-приложений  Требования:  Linux - уверенный пользователь (навыки настройки WEB сервисов) Опыт в разработке WEB-приложений Умение и желание разбираться в новых технологиях  Условия:  Оформление в соответствии с ТК РФ Оплачиваемый отпуск (28 дней) и больничный; Стандартный график работы - 5/2 (10:00-19:00 или как удобно, но полный день) , суббота, воскресенье - выходные дни; Командировок нет Полный рабочий день Месторасположение - ст. м. Университет, ст. м. Ломоносовский проспект ";"  Оформление в соответствии с ТК РФ Оплачиваемый отпуск (28 дней) и больничный; Стандартный график работы - 5/2 (10:00-19:00 или как удобно, но полный день) , суббота, воскресенье - выходные дни; Командировок нет Полный рабочий день Месторасположение - ст. м. Университет, ст. м. Ломоносовский проспект ";Linux - уверенный пользователь (навыки настройки WEB сервисов). Опыт в разработке WEB-приложений. Умение и желание разбираться в новых технологиях.;Поддержка Linux-сервисов (эпизодически). Участие в разработке WEB-приложений.;"Linux; JavaScript; ООП; SQL; Web Application Development; CSS; HTML"
14;33931362;Программист-разработчик;Екатеринбург;;120000.0;ТЭГ-Групп;2019-10-16T17:03:13+0300;От 1 года до 3 лет;Полный день;Полная занятость;"Обязанности: • Участие в проектах по внедрению корпоративных информационных систем на базе «1С: Комплексная автоматизация 2», «1С:Бухгалтерия», «1С:Документооборот» в качестве ведущего разработчика; • Разработка интеграционных решений со сторонними системами; • Выбор оптимальных форм и методов реализации поставленных задач; • Участие в проектировании решений; • Разработка технической документации. Требования: • Хорошее знание архитектуры и возможностей технологической платформы «1С:Предприятие 8.3»; • Хорошее значение архитектуры одной или нескольких типовых конфигураций 1С (в т.ч. БСП); • Знание системы стандартов и методик разработки конфигураций для платформы «1С:Предприятие 8»; • Опыт интеграции решений 1С с прочими информационными системами (в т.ч. с использованием конфигурации «1С: Конвертация данных»); • Готовность развиваться и повышать свой профессиональный уровень; • Высшее образование в области информационных технологий или математики. Приветствуется (является преимуществом): • Наличие опыта разработки в создании модулей и конфигураций с нуля; • Знания бухгалтерского и налогового учета; • Понимание бизнес-процессов производственных и торговых предприятий; • Навыки администрирования, оптимизации и настройки СУБД MS SQL; • Наличие сертификатов;   Условия:  Стабильная работа в крупной логистической компании; Интересные задачи по развитию крупной компании с сильным продуктом и массой возможностей; Заработная плата: обсуждается с финальным кандидатом; Обучение за счет компании; Возможность финансового, профессионального и карьерного роста; Корпоративная мобильная связь; Действительно дружный, молодой коллектив, корпоративные мероприятия, чай/кофе/фрукты и другие приятные плюшки; Официальное оформление согласно ТК РФ с первого дня работы; ";"  Стабильная работа в крупной логистической компании; Интересные задачи по развитию крупной компании с сильным продуктом и массой возможностей; Заработная плата: обсуждается с финальным кандидатом; Обучение за счет компании; Возможность финансового, профессионального и карьерного роста; Корпоративная мобильная связь; Действительно дружный, молодой коллектив, корпоративные мероприятия, чай/кофе/фрукты и другие приятные плюшки; Официальное оформление согласно ТК РФ с первого дня работы; ";Хорошее знание архитектуры и возможностей технологической платформы «1С:Предприятие 8.3». Хорошее значение архитектуры одной или нескольких типовых конфигураций...;...2», «1С:Бухгалтерия», «1С:Документооборот» в качестве ведущего <highlighttext>разработчика</highlighttext>. Разработка интеграционных решений со сторонними системами. Выбор оптимальных форм...;1С программирование
19;34126612;Программист-разработчик;Екатеринбург;30000.0;100000.0;Гаев Максим Александрович;2019-10-16T17:43:48+0300;От 1 года до 3 лет;Удаленная работа;Проектная работа;"Обязанности:   Разрабатывать и настраивать интеграции с внешними системами: телефония, 1С, самописные системы на стороне клиента; работа с API.   Разработка типовых и не типовых бизнес-процессов.  Разработка новых модулей и модификация стандартных для реализации процессов в CRM, проектном управлении, системе документооборота, внедрения интернет-порталов в организациях.  Тестирование разработок.   Системное администрирование проектов.  Поддержка и доработка существующих проектов компании; Анализ кода, поиск и исправление ошибок в существующем функционале; Проектирование, разработка и внедрение новых приложений, интеграция с другими сервисами; Учиться, помогать и делиться знаниями;  Требования:  Знание PHP и принципов ООП. Опыт программирования на PHP от 3 лет. Уверенные знания HTML, CSS, Javascript. Навыки использования системы контроля версии GIT. Опыт внедрения и разработки на базе «Битрикс24». Знание и опыт работы с БД, SQL, mySQL, JavaScript, jQuery. Сданные экзамены 1С-Битрикс – преимущество.  Условия:  Возможность работать удаленно, плавающее начало рабочего дня. Гибкий рабочий график, возможность самостоятельной организации своего рабочего дня с учетом задач и командной работы. Высокий уровень заработной платы по итогам собеседования, обсуждаем ожидания кандидатов (почасовая или оклад+премии); Реальные возможности профессионального и карьерного роста (обучение и повышение квалификации: корпоративные курсы, семинары, тренинги, возможность получить сертификаты 1С ). ";"  Возможность работать удаленно, плавающее начало рабочего дня. Гибкий рабочий график, возможность самостоятельной организации своего рабочего дня с учетом задач и командной работы. Высокий уровень заработной платы по итогам собеседования, обсуждаем ожидания кандидатов (почасовая или оклад+премии); Реальные возможности профессионального и карьерного роста (обучение и повышение квалификации: корпоративные курсы, семинары, тренинги, возможность получить сертификаты 1С ). ";Знание PHP и принципов ООП. Опыт программирования на PHP от 3 лет. Уверенные знания HTML, CSS, Javascript. Навыки использования системы...;"Разрабатывать и настраивать интеграции с внешними системами: телефония, 1С, самописные системы на стороне клиента; работа с API. ";"MySQL; JavaScript; jQuery; ООП; PHP5; 1С-Битрикс"
25;34167697;Программист-разработчик;Москва;70000.0;100000.0;Софтлоджик Рус;2019-10-18T16:49:35+0300;От 1 года до 3 лет;Полный день;Полная занятость;Обязанности:  поддержка и доработка существующих проектов, а также участие в разработке новых  Требования:   уверенные знания Python  хорошие знания библиотек Open CV/Scikit-learn опыт разработки модулей/приложений интеллектуальной видеоаналитики(распознавание образов/объектов, характеристик предмета, пересечение границ/зон и т.п.)  базовые знания библиотек Caffe и Tensorflow   опыт работы с ОС семейства Linux, знание Bash/Unix shell   умение работать в команде   Не обязательно, но приветствуется:  знание C опыт параллельного и асинхронного программирования знание Docker, Git  Условия:  З/п в испытательный срок (2мес.) 70,000руб/мес, после испытательного срока 100,000руб/мес. Дальнейшее повышение по результатам ведения/выполнения проектов. Офис находится в 2 мин от метро Технопарк. Работу по удалёнке не рассматриваем. ;  З/п в испытательный срок (2мес.) 70,000руб/мес, после испытательного срока 100,000руб/мес. Дальнейшее повышение по результатам ведения/выполнения проектов. Офис находится в 2 мин от метро Технопарк. Работу по удалёнке не рассматриваем. ;Уверенные знания Python. Хорошие знания библиотек Open CV/Scikit-learn. Опыт разработки модулей/приложений интеллектуальной видеоаналитики(распознавание образов/объектов, характеристик...;Поддержка и доработка существующих проектов, а также участие в разработке новых.;"Python; Linux; Git"
3;33820864;Программист-разработчик;Новосибирск;60000.0;90000.0;Неолаб-Нск;2019-10-18T05:24:33+0300;От 1 года до 3 лет;Гибкий график;Полная занятость;"В компании NEOLAB мы решаем задачи игровой индустрии в областях искусственного интеллекта, машинного обучения и больших данных. Мы разрабатываем приложения и сервисы для обработки данных, помощи в принятии решений и аналитики. Офисы компании находятся в Москве, Омске и Новосибирске. Neolab работает с компаниями из США, Китая, Индии и других стран. И мы смело называем себя экспертами в игровой индустрии. С какими технологиями столкнёшься?  Спойлер: владеть всеми технологиями не нужно. Будет достаточно, если ты знаком хотя бы с частью нашего списка, остальному мы тебя научим.  Распределенные системы. Например, CAP теорема, типичные сбои и способы их избежать, алгоритмы консенсуса, понятие идемпотентности операции. Distributed lock и системы с leader election; CQRS и Event Sourcing; IDL и связанные с ними протоколы сериализации (например, gRPC или ZeroC Ice); Тестирование кода. У себя мы используем jest; Функциональное программирование, pure functions, referential transparency, сайд-эффекты; FRP. В частности, мы используем RxJS; Различные DX инструменты: Chrome DevTools, Redux DevTools, React DevTools; Бандлеры кода для фронтенда, в частности, webpack, rollup и parcel; Техники асинхронного программирования, в частности, у нас активно используются coroutines и, конечно, promises. Современные подходы к data flow в веб приложении, в частности, flux, redux, redux-saga, mobx. Но заметим, что redux-saga мы используем и на бэкенде тоже; Большая часть фронтенда использует React, Современные стадарты в web API: fetch, documentQuerySelector, History API, WebWorker, ServiceWorker. Cross-window communication; Современный CSS. Flexbox, CSS Grid. Препроцессоры и постпроцессоры. CSS-in-JS; React UI библиотеки: material-UI, blueprint; ES2018 и другие современные стандарты JS, Babel, и что такое stage-0,1,2,3, и что ждёт нас в будущем ES; git и другие системы контроля версий. Мы используем Docker образы почти для всех наших сервисов. Приложения развертываем в kubernetes кластере. Инструментирование наших сервисов метриками. Каким образом понимать, что сервис работает, работает корректно и сколько нагрузки сможет ещё выдержать.  Это далеко не полный список. Но если ты знаком с его частью или тебе интересно развиваться в каких-то направлениях, откликайся на вакансию. У нас найдутся темы для разговора. Мы ценим хорошее знание английского и твой интерес к новостям из мира IT. Мы любим обсудить на собесе, что интересного ты прочитал за последнее время, и что тебя вдохновляет на работу. В сухом остатке:  Typescript Node JS React Docker  Будет плюсом опыт: DevOps Kubernetes Eventsourcing Что тебя ждёт: Когда ты придёшь в нашу компанию, у тебя появится наставник. Ты задашь ему все вопросы, которые у тебя возникнут, он погрузит тебя в проект. Ты будешь заниматься поддержкой, развитием и интеграцией продукта. Работать в распределенной команде и взаимодействовать с коллегами в Омске. Если захочешь, организуем для тебя релокацию. Мы знаем, что работать за идею никто не хочет. Поэтому довольно гибкие в определении зарплаты. Жить на дошираках и офисной пицце тебе точно не придётся. Присоединяйся к команде, если хочешь решать задачи бизнеса, принимать новые вызовы и использовать только современные подходы разработки.  ";;Спойлер: владеть всеми технологиями не нужно. Будет достаточно, если ты знаком хотя бы с частью нашего списка, остальному мы тебя...;Тестирование кода. У себя мы используем jest. Функциональное программирование, pure functions, referential transparency, сайд-эффекты. React UI библиотеки: material-UI...;"Git; JavaScript; Python"
75;33696429;Программист-разработчик;Казань;40000.0;80000.0;Маркетинговое агентство Жуков и Архангельский;2019-09-20T15:16:27+0300;От 1 года до 3 лет;Гибкий график;Полная занятость;Приглашаем на работу backend программиста. Мы разрабатываем крупный федеральный проект. Пишем с нуля. Нам нужны люди, которые любят свое дело, со страстью принимаются за решение сложных задач и не боятся изучать что-то новое. Требования к соискателю:  Опыт работы от 2 лет (PHP) Опыт работы с реляционными СУБД (PostgreSQL, Mysql)  Будет плюсом:  Знание фреймворка YII Опыт проектирования БД Знание Git Опыт работы с Linux Наличие портфолио (большее количество проектов дают Вам преимущество Уверенное владение PHP Знание основных JS библиотек: jQuery (+UI) Базовые знания front-end Опыт установки, настройки и работы с веб-серверами Опыт в реализации IT проектов  Мы предлагаем:  Офис в центре города Гибкий график работы Работа в сплоченной команде единомышленников Конкурентоспособная оплата труда  Конечная заработная плата обсуждается индивидуально по результатам собеседования.;  Офис в центре города Гибкий график работы Работа в сплоченной команде единомышленников Конкурентоспособная оплата труда  Конечная заработная плата обсуждается индивидуально по результатам собеседования.;Опыт работы от 2 лет (PHP). Опыт работы с реляционными СУБД (PostgreSQL, Mysql). Будет плюсом: Знание фреймворка YII. ;;"PHP; JavaScript; MySQL; CSS; jQuery; XML; PostgreSQL; PHP5; Bootstrap; Управление проектами; Yii; Ajax; Linux; Python; Node.js"
51;34138286;Программист-разработчик;Санкт-Петербург;;50000.0;Лидер;2019-10-17T12:11:03+0300;От 1 года до 3 лет;Полный день;Полная занятость;"Здравствуйте, уважаемые соискатели!В связи с расширением отдела, ООО «Лидер» ищет сотрудника на должность программист-разработчик!Компания оказывает услуги по разработке и сопровождению «АСМО-ГТС» – корпоративной информационной системы ООО «Газпром трансгаз Санкт-Петербург». Обязанности:• Разработка нового функционала ERP-системы компании и дополнительных модулей;• Доработка уже существующего функционала;• Участие в проектировании интерфейса, баз данных;• Активное взаимодействие с командой аналитиков;• Участие в формировании Инструкции разработчика системы;   Требования:— Высшее образование в области информационных технологий;— Понимания принципов объектно-ориентированного программирования, знание одного или нескольких языков высокого уровня (C++, Java, Delphi, JavaScript);— Желательно знание одной из СУБД: PostgreSQL, Oracle, MySQL, MS SQL Server, умение составлять SQL-запросы;— Умение читать и понимать техническую документацию проекта;— Знание UML и методологий разработки ПО;— Желание изучать/осваивать новые технологии; Условия:— Оформление по ТК РФ.— Заработная плата на испытательный срок — 40 000 руб. до вычета НДФЛ, после успешного прохождения — до 50 000 руб на руки (премия в зависимости от выработки).— Квартальные премии по результатам оценки выполнения проектов.— График работы 5/2 с 09.00 до 17.00 или с 10.00 до 18.00.— Возможность профессионального и карьерного роста.";— Оформление по ТК РФ.— Заработная плата на испытательный срок — 40 000 руб. до вычета НДФЛ, после успешного прохождения — до 50 000 руб на руки (премия в зависимости от выработки).— Квартальные премии по результатам оценки выполнения проектов.— График работы 5/2 с 09.00 до 17.00 или с 10.00 до 18.00.— Возможность профессионального и карьерного роста.;Высшее образование в области информационных технологий. — Понимания принципов объектно-ориентированного программирования, знание одного или нескольких языков высокого уровня (C++, Java...;Доработка уже существующего функционала. Участие в проектировании интерфейса, баз данных. Активное взаимодействие с командой аналитиков. Участие в формировании Инструкции <highlighttext>разработчика</highlighttext>...;"UML; Java; Delphi"
56;34170411;Программист-разработчик;Самара;80000.0;;Неосвет;2019-10-18T21:43:47+0300;От 1 года до 3 лет;Полный день;Полная занятость;"В стартап требуются разработчики для создания платформы (конструктор) для чат-ботов.Если Вы инициативны, ориентированы на достижение лучших результатов, готовы искать наиболее эффективное решение любой поставленной задачи и при этом обладаете необходимыми для работы навыками и способностями, отправляйте Ваше резюме!Обязанности:-Участие в разработке платформы диалоговой системы (конструктор чат-ботов);-Постановка и оценка задач, принятие технических решений;-Проектирование API сервисов.Требования:- Приоритет на знание/опыт работы с Python, JavaScript, возможны другие языки;- Умение писать качественный, тестируемый код;- Умение создавать REST-сервисы, опыт проектирования и реализации API;- Понимание построения архитектуры баз данных, владение SQL;- Желание активно обучаться и развиваться в профессии;Дополнительным преимуществом будет:-Знание инструмента api.ai;-Знание/опыт работы с нейронными сетями.Условия:- Комфортный офис в БЦ «Москва» на 14 этаже;- Интересные задачи и работа в IT стартапе;- Заработная плата обсуждается на собеседовании;- Перспективы роста и возможность оформления в штат;- Пятидневная рабочая неделя;- Чай, кофе, печеньки.  ";"- Комфортный офис в БЦ «Москва» на 14 этаже;- Интересные задачи и работа в IT стартапе;- Заработная плата обсуждается на собеседовании;- Перспективы роста и возможность оформления в штат;- Пятидневная рабочая неделя;- Чай, кофе, печеньки.  ";Приоритет на знание/опыт работы с Python, JavaScript, возможны другие языки. - Умение писать качественный, тестируемый код. - Умение создавать REST-сервисы...;Участие в разработке платформы диалоговой системы (конструктор чат-ботов). -Постановка и оценка задач, принятие технических решений. -Проектирование API сервисов.;"Python; SQL; C++; Ориентация на результат; Базы данных"
53;32333662;Программист-разработчик;Санкт-Петербург;;;Конфидент;2019-10-18T12:40:58+0300;От 1 года до 3 лет;Полный день;Полная занятость;"Группа компаний «Конфидент» - одна из первых негосударственных организаций в России, предложивших российскому рынку услуги в области защиты информации. За 26 лет существования в группе компаний «Конфидент» сформировалось несколько направлений деятельности: оказание различных видов консультационных услуг в области безопасности, разработка сертифицированных систем защиты информации, создание комплексных систем информационной безопасности, противодействие экономическому шпионажу, а также аттестация объектов информатизации. В связи с расширением продуктового ряда, группа компаний открывает новые вакансии. Обязанности:  участие в разработке средства доверенной загрузки; низкоуровневое программирование (UEFI, Linux).    Требования: Обязательно:  уверенное знание С/С++; опыт разработки под Linux.  Желательно:  знакомство с низкоуровневой архитектурой ПК; знакомство с Qt, ядром Linux, UEFI; опыт сборки дистрибутивов Linux по особым требованиям; опыт создания программ, работающих в реальном режиме процессора; UEFI; IDA pro, valgrind, gdb.    Условия:  мы предлагаем стабильность, дружный коллектив, хорошие условия труда, своевременную и достойную оплату труда (обсуждается на собеседовании); заработная плата - по результатам собеседования (оклад+ежемесячные премии, белая); оформление по ТК РФ (социальный пакет: оплачиваемый отпуск, больничный, ДМС); график работы: гибкий, пятидневка; 10 минут пешком от ст.м.Елизаровская. ";"  мы предлагаем стабильность, дружный коллектив, хорошие условия труда, своевременную и достойную оплату труда (обсуждается на собеседовании); заработная плата - по результатам собеседования (оклад+ежемесячные премии, белая); оформление по ТК РФ (социальный пакет: оплачиваемый отпуск, больничный, ДМС); график работы: гибкий, пятидневка; 10 минут пешком от ст.м.Елизаровская. ";Уверенное знание С/С++. Опыт разработки под Linux. Знакомство с низкоуровневой архитектурой ПК. Знакомство с Qt, ядром Linux, UEFI. ;Участие в разработке средства доверенной загрузки. Низкоуровневое программирование (UEFI, Linux).;
