;id;name;city;min_salary;max_salary;company;published_at;experience;schedule;employment;description;conditions;requirement;responsibility;key_skills
18;34083309;Программист С++;Москва;;200000.0;НИИТКД;2019-10-18T06:15:14+0300;От 1 года до 3 лет;Полный день;Полная занятость;"Кого мы ищем: ОАО НИИТКД сейчас в поиске квалифицированного профессионала C++ с опытом работы с QT / QML. Какая задача будет стоять:  разработка ПО для вновь создаваемого нестандартного оборудования для железнодорожного транспорта - комплексы бортовой диагностики локомотивов, терминал управлением процесса ремонта в депо и т.д. командная работа по созданию алгоритма и его реализация в цифровом виде в молодом перспективном творческом коллективе  Какие пожелания к кандидату:  желание работать и развиваться как С++ программист умение находить нестандартные решения в сложных ситуациях возможность командировок  Что мы предлагаем:  спортивные мероприятия ДМС обсуждаемый график работы развитие и обучение: курсы, семинары, конференции, видео конференции, корпоративная библиотека праздничные мероприятия, подарки для сотрудников и детей.  Что мы гарантируем:  официальную выплату заработной платы, итоговая сумма зависит от уровня кандидата (Junior- от 80 тыс.руб., Regular - от 120 тыс.руб., Senior - от 160 тыс.руб.) официальное трудоустройство  ОАО НИИТКД занимается разработкой, внедрением и производством новой техники и технологий для промышленных предприятий России, стран ближнего и дальнего зарубежья. Мы - это:  Сопровождение технологических процессов, обслуживание и ремонт подвижного состава; Уникальные передовые технологии; Научно исследовательские лаборатории, конструкторские бюро, экспериментальные базы, производственные и региональные сервисные центры 30 лет на рынке ";;Желание работать и развиваться как С++ <highlighttext>программист</highlighttext>. Умение находить нестандартные решения в сложных ситуациях. Возможность командировок.;Разработка ПО для вновь создаваемого нестандартного оборудования для железнодорожного транспорта - комплексы бортовой диагностики локомотивов, терминал управлением процесса ремонта в депо...;"Qt; C++"
60;33728509;Программист С++;Казань;100000.0;170000.0;Город Иннополис;2019-09-23T17:32:33+0300;От 1 года до 3 лет;Полный день;Полная занятость;В Иннополис в офис на полный день ищем разработчика С++ Требования:  опыт разработки на С++ участие в разработке встраиваемых систем опыт разработки интерфейсов на QT, использования инструментов QNX  Условия:  работа в современном офисе в г. Иннополис льготная аренда квартиры в 10 минутах от офиса корпоративное обучение скидки на спорт 5-10% скидки в магазинах «Пятерочка», «Перекресток», «Карусель», «Перекресток-экспресс» ;  работа в современном офисе в г. Иннополис льготная аренда квартиры в 10 минутах от офиса корпоративное обучение скидки на спорт 5-10% скидки в магазинах «Пятерочка», «Перекресток», «Карусель», «Перекресток-экспресс» ;Опыт разработки на С++. Участие в разработке встраиваемых систем. Опыт разработки интерфейсов на QT, использования инструментов QNX.;;"Qt; C++; C/C++"
13;33666805;Программист С++;Москва;110000.0;150000.0;Русский Проект;2019-10-18T16:32:56+0300;От 1 года до 3 лет;Полный день;Полная занятость;"Мы - крупная торговая компания, которая более 28 лет предоставляет весь спектр услуг по проектированию, оснащению и техническому обслуживанию предприятий общественного питания и торговли любого формата. В связи с расширением ищем в свою команду Программиста с++. Обязанности:   поддержание работоспособности действующих программных продуктов (более подробно по телефону);   участие в проектах по написанию новых продуктов на С++;   администрирование и настройка.   Требования:   высшее техническое образование;   опыт разработки на C++ не менее 3-х лет;   опыт работы с библиотекой Qt;   опыт разработки БД на PostgreSQL;   понимание принципов ООП;   опыт применения систем контроля версий;   навыки планирования работ;   навыки разработки технической документации;   желание и умение работать с чужим кодом;   стремление к изучению необходимой предметной области.   Условия:   официальное трудоустройство по ТК РФ;   оплата больничных листов;   оплачиваемый отпуск 28 календарных дней;   график работы - 5/2, с 9-00 до 18-00;   место работы — м.Тушинская.  ";"   официальное трудоустройство по ТК РФ;   оплата больничных листов;   оплачиваемый отпуск 28 календарных дней;   график работы - 5/2, с 9-00 до 18-00;   место работы — м.Тушинская.  ";Высшее техническое образование. Опыт разработки на C++ не менее 3-х лет. Опыт работы с библиотекой Qt. Опыт разработки БД...;Поддержание работоспособности действующих программных продуктов (более подробно по телефону). Участие в проектах по написанию новых продуктов на С++. ;"C++; Qt; ООП; PostgreSQL"
57;33708805;Программист С++;Москва;100000.0;130000.0;Финстарлабс;2019-10-17T09:22:45+0300;От 1 года до 3 лет;Полный день;Полная занятость;"Обязанности: Разработка графического терминального ПО для проектов Компании под Линукс с использованием C++, OpenGL/mesa, emscripten. Требования: Обязательные требования:•хорошее знание ООП, C++, STL, C++11 (опыт разработки от 2-х лет)•знание базовых алгоритмов и структур данных•базовые знания компьютерной графики (2D, OpenGL)•опыт разработки под Linux Плюсом будет следующее:•опыт работы в команде от 3-х человек•умение работать с системами контроля версий (git)•знание шаблонов проектирования•опыт использования высокоуровневых графических библиотек (редактор, построение сцены, управление ресурсами, текстуры, анимации и т. д.)•опыт разработки многопоточных и сетевых приложений•опыт работы с периферийными устройствами•знание boost, cocos2d, bash, SQL, JSON, C#, Java, python Умение работать в команде и читать чужой код, ответственность по срокам выполнения задач, восприимчивость к чужим алгоритмическим и проектным решениям.   Условия: 1. Оформление по ТК РФ; 2. ДМС после окончания испытательного срока; 3. Современный офис и комфортабельное рабочее место; 4. Бесплатная охраняемая стоянка; 5. Отпуск 34 календарных дня; 8. Квартальные и годовые премии.   Удаленную работу не рассматриваем!";" 1. Оформление по ТК РФ; 2. ДМС после окончания испытательного срока; 3. Современный офис и комфортабельное рабочее место; 4. Бесплатная охраняемая стоянка; 5. Отпуск 34 календарных дня; 8. Квартальные и годовые премии.   Удаленную работу не рассматриваем!";Хорошее знание ООП, C++, STL, C++11 (опыт разработки от 2-х лет). Знание базовых алгоритмов и структур данных. ;;"C++; Linux; OpenGL; Git; SQL; Boost; COCOS"
10;33663144;Программист С++;Екатеринбург;;120000.0;SHIFU;2019-10-16T17:33:38+0300;От 3 до 6 лет;Удаленная работа;Полная занятость;Наша компания занимается разработкой для зарубежных компаний.   Требования:  Нужен опытный C++ разработчик под Windows платформу Опыт от 3-х лет в указанной области Опыт работы с MFC Проект технически сложный, много кастомного кода, поэтому знания каких-то определенных библиотек мы не требуем, нужно просто очень хорошо разбираться в языке и уметь разрабатывать под разные платформы. Опыт использования чистого C++ а не только QT Английский разговорный (важно понимать и уметь донести свою мысль).    Условия:  Удаленная работа Полная загрузка на долгий срок Если находитесь в Екатеринбурге, то есть офис в центре города Доброжелательный коллектив Технически-грамотное руководство Чай + печеньки ;  Удаленная работа Полная загрузка на долгий срок Если находитесь в Екатеринбурге, то есть офис в центре города Доброжелательный коллектив Технически-грамотное руководство Чай + печеньки ;Нужен опытный C++ <highlighttext>разработчик</highlighttext> под Windows платформу. Опыт от 3-х лет в указанной области. Опыт работы с MFC. ;Технически-грамотное руководство.;
6;33483197;Программист С++;Москва;90000.0;110000.0;ЮРИОН;2019-10-18T15:10:38+0300;От 1 года до 3 лет;Полный день;Полная занятость;Научно-технический центр «ЮРИОН» приглашает на работу Программиста C ++. Организация занимается разработкой цифровых систем передачи аудио и видеоинформации. Обязанности:   Написание кроссплатформенного кода (Windows, Linux, Android).   Разработка проектов, позволяющих записывать, воспроизводить и экспортировать мультимедиа контент.   Разработка библиотек для общения с устройствами.   Поддержка старых проектов.   Требования:   Опыт разработки на С++ от 2 лет.Знание принципов OOП.Знание STL, C++ 11/14/17.Опыт разработки многопоточных приложений.Английский язык на уровне чтения документации.   Плюсы:    Знание С++/CLI, Python.Разработка мультимедийных приложений на основе ffmpeg.Опыт работы с системой контроля версий (Git).   Условия: Мы предлагаем:   Оформление в соответствии с ТК РФ.   Гибкий график работы (начало рабочего дня с 8 до 11 часов утра).   Пятидневная рабочая неделя.   Квартальные и годовая премии.   Оплачиваемые отпуска и больничные.   Работа в современном бизнес центре.   Команда заинтересованных специалистов, дружелюбный коллектив, ориентированный на развитие и взаимопомощь.   Возможность карьерного роста, перспективы профессионального развития.  ;   Оформление в соответствии с ТК РФ.   Гибкий график работы (начало рабочего дня с 8 до 11 часов утра).   Пятидневная рабочая неделя.   Квартальные и годовая премии.   Оплачиваемые отпуска и больничные.   Работа в современном бизнес центре.   Команда заинтересованных специалистов, дружелюбный коллектив, ориентированный на развитие и взаимопомощь.   Возможность карьерного роста, перспективы профессионального развития.  ;Опыт разработки на С++ от 2 лет. Знание принципов OOП. Знание STL, C++ 11/14/17. Опыт разработки многопоточных приложений. ;Написание кроссплатформенного кода (Windows, Linux, Android). Разработка проектов, позволяющих записывать, воспроизводить и экспортировать мультимедиа контент. Разработка библиотек для общения с...;
2;32718991;Программист С++;Омск;50000.0;100000.0;НИИТКД;2019-10-18T11:38:21+0300;От 3 до 6 лет;Полный день;Полная занятость;"Кого мы ищем: ОАО НИИТКД сейчас в поиске квалифицированного профессионала C++ с опытом работы с QT / QML Если вы хотите оставить свой след в истории цифровой диагностики и работы с железнодорожным транспортом, то это работа для вас! Какая задача будет стоять:  разработка ПО для вновь создаваемого нестандартного оборудования для железнодорожного транспорта - комплексы бортовой диагностики локомотивов, терминал управлением процесса ремонта в депо и т.д. командная работа по созданию алгоритма и его реализация в цифровом виде в молодом перспективном творческом коллективе  Какие пожелания к кандидату:  желание работать и развиваться как С++ программист умение находить нестандартные решения в сложных ситуациях возможность командировок  Что мы предлагаем:  спортивные мероприятия ДМС обсуждаемый график работы развитие и обучение: курсы, семинары, конференции, видео конференции, корпоративная библиотека праздничные мероприятия, подарки для сотрудников и детей.  Что мы гарантируем:  официальную выплату заработной платы, итоговая сумма обсуждается с финалистом официальное трудоустройство  ОАО НИИТКД занимается разработкой, внедрением и производством новой техники и технологий для промышленных предприятий России, стран ближнего и дальнего зарубежья. Мы - это:  Сопровождение технологических процессов, обслуживание и ремонт подвижного состава; Уникальные передовые технологии; Научно исследовательские лаборатории, конструкторские бюро, экспериментальные базы, производственные и региональные сервисные центры 30 лет на рынке ";;Желание работать и развиваться как С++ <highlighttext>программист</highlighttext>. Умение находить нестандартные решения в сложных ситуациях. Возможность командировок.;Разработка ПО для вновь создаваемого нестандартного оборудования для железнодорожного транспорта - комплексы бортовой диагностики локомотивов, терминал управлением процесса ремонта в депо...;"C++; С#; Qt; QML"
68;33738382;Программист С++;Казань;70000.0;70000.0;Автодория;2019-09-24T10:39:56+0300;От 1 года до 3 лет;Полный день;Полная занятость;"Компания «Автодория» (резидент Сколково и казанского ИТ-парк) Мы занимаемся разработкой и внедрением систем контроля за соблюдением правил дорожного движения. Наша цель — сделать безопасным дорожное движение, снизить количество аварий на дорогах и их последствий. Обязанности:  Разработка систем фото-видео фиксации  Требования:  Владение C++, Standard Library, git, make, gdb, bash/sh Сборка и отладка ПО для linux Педантизм, аккуратность, пунктуальность, выдержка, нацеленность на результат  Условия:  Стабильная ИТ-компания; Работа в центре Казани в бизнес центре класса А; Оформление в соответствии с ТК РФ, белая заработная плата; Работа в классной молодой команде; График работы: 5/2; Профессиональный и карьерный рост; Обучение за счет компании; Премия по итогам года; Материальная помощь в значимых жизненных ситуациях; Офисные вкусняшки ";"  Стабильная ИТ-компания; Работа в центре Казани в бизнес центре класса А; Оформление в соответствии с ТК РФ, белая заработная плата; Работа в классной молодой команде; График работы: 5/2; Профессиональный и карьерный рост; Обучение за счет компании; Премия по итогам года; Материальная помощь в значимых жизненных ситуациях; Офисные вкусняшки ";Владение C++, Standard Library, git, make, gdb, bash/sh. Сборка и отладка ПО для linux. Педантизм, аккуратность, пунктуальность, выдержка, нацеленность...;Разработка систем фото-видео фиксации.;"Linux; Работа в команде; C++; Git; Standard Library; Make; gdb; Bash"
24;33737957;Программист С++;Москва;120000.0;;Эверис, Представительство;2019-10-18T10:28:05+0300;От 3 до 6 лет;Гибкий график;Полная занятость;"В подразделение французской компании, специализирующейся на разработке программного обеспечения для аптек, требуется программист С++. Требования :  Отличное знание С++; Хорошее знание Windows API; Опыт работы с многопоточностью; Навыки объектно-ориентированного проектирования, умение и желание писать качественный код; Желателен опыт работы с junior-программистами или в команде.  Обязанности:  Написание и отладка кода, в основном для головного продукта; Ведение проектов как самостоятельно, так и в небольшой команде; Компания Everys (Франция) существует с 1994 года и имеет представительство в России с 2001 года. Сейчас компания входит в тройку основных игроков на своём рынке. Профиль компании - разработка программного обеспечения для автоматизации аптек. Основной продукт - программно-аппаратный комплекс WinPharma - используется в более чем в 4000 аптек только во Франции. Также наш продукт популярен во франкоговорящих странах Африки, Новой Каледонии, Полинезии, Мартинике. Плюсом будет знание французского языка.  Условия:  Уровень заработной платы обсуждается индивидуально; Интересная работа, возможность профессионального роста; Дружный и стабильный коллектив; Офис в 3-5 минутах пешком от м. Серпуховская; Гибкий график 40 часов/неделю; ТК РФ, 100% белая заработная плата; ДМС + страховка ВЗР, дотация на питание, премии; Бесплатное обучение французскому языку по желанию, корпоративные скидки на английский. ";"  Уровень заработной платы обсуждается индивидуально; Интересная работа, возможность профессионального роста; Дружный и стабильный коллектив; Офис в 3-5 минутах пешком от м. Серпуховская; Гибкий график 40 часов/неделю; ТК РФ, 100% белая заработная плата; ДМС + страховка ВЗР, дотация на питание, премии; Бесплатное обучение французскому языку по желанию, корпоративные скидки на английский. ";Навыки объектно-ориентированного проектирования, умение и желание писать качественный код. Желателен опыт работы с junior-<highlighttext>программистами</highlighttext> или в команде. ;Написание и отладка кода, в основном для головного продукта. Ведение проектов как самостоятельно, так и в небольшой команде.;"C++; MS Visual Studio; Windows API; Multithread Programming"
75;33624446;Программист С++;Москва;140000.0;;Адалиск;2019-10-17T12:40:02+0300;От 3 до 6 лет;Полный день;Полная занятость;"Стабильной компании, специализирующейся на решении задач связанных с трехмерным моделированием и обработкой 3D данных, давно и успешно работающей с крупным стратегическим партнером в США, требуется Программист С++ для разработки CAD системы.   Обязанности:  Разработка CAD системы; Написание кода инфраструктурных классов; Создание новых и усовершенствование существующих алгоритмов для работы с 3D моделями; Поддержание и доработка существующего кода.    Требования:  Опыт разработки на С++ от 3-х лет, знание современных подходов к построению систем на С++ ; Знание стандартных алгоритмов и шаблонов проектирования; Знание с++14; Умение писать эффективный красивый код;. Умение читать и разбираться в чужом С++ коде; Хорошая математическая подготовка (знание аналитической геометрии и линейной алгебры); Знание английского языка на уровне необходимом для ведения переписки.  Будет плюсом:  Опыт использования Python; Опыт использования Linux.    Условия:  Официальное трудоустройство, полностью белая заработная плата без задержек; Регулярная индексация зарплаты, бонус по итогам года; Гибкий график, вы сможете совмещать работу с образованием или хобби; Переработки бывают очень редко, но если это случается - предоставляется дополнительный выходной; ДМС (включая стоматологию и госпитализацию) сразу после испытательного срока, страхование выезжающих за рубеж; возможность страхования членов семьи; Бесплатные обеды в офисе, возможность заниматься английским языком, корпоративный фитнес; Комфортный офис, не опен-спейс; Дружный доброжелательный коллектив, в котором приятно работать, лояльное начальство; Возможны командировки в США; Чего точно не будет: вы не будете заниматься базами данных, написанием формочек и т. д. ";"  Официальное трудоустройство, полностью белая заработная плата без задержек; Регулярная индексация зарплаты, бонус по итогам года; Гибкий график, вы сможете совмещать работу с образованием или хобби; Переработки бывают очень редко, но если это случается - предоставляется дополнительный выходной; ДМС (включая стоматологию и госпитализацию) сразу после испытательного срока, страхование выезжающих за рубеж; возможность страхования членов семьи; Бесплатные обеды в офисе, возможность заниматься английским языком, корпоративный фитнес; Комфортный офис, не опен-спейс; Дружный доброжелательный коллектив, в котором приятно работать, лояльное начальство; Возможны командировки в США; Чего точно не будет: вы не будете заниматься базами данных, написанием формочек и т. д. ";;;
