;id;name;city;min_salary;max_salary;company;published_at;experience;schedule;employment;description;conditions;requirement;responsibility;key_skills
0;33841584;Программист C#;Санкт-Петербург;100000.0;150000.0;INDEV;2019-10-18T17:21:39+0300;От 3 до 6 лет;Полный день;Полная занятость;Обязанности:  Разработка программного обеспечения (Конечные решения на базе технологий: распознавание\синтез речи, обработка биометрических данных)  Требования:  Уверенные знания C#, .NET Framework / .NET Core Уверенные знания принципов ООП, шаблонов проектирования. Опыт работы с WPF, EntityFramework / ADO, WCF Опыт разработки REST-based сервисов Опыт работы с SQL и NoSQL базами данных Будет преимуществом знание и опыт Frontend-технологий (JavaScript, HTML, CSS, Node.js) Будет преимуществом знание и опыт работы с C++/CLI  Условия:  Полный рабочий день Гибкий график Интересный дружный коллектив Широкие возможности развития Офис в 100 метрах от метро Настольный теннис :) ;  Полный рабочий день Гибкий график Интересный дружный коллектив Широкие возможности развития Офис в 100 метрах от метро Настольный теннис :) ;Уверенные знания C#, .NET Framework / .NET Core. Уверенные знания принципов ООП, шаблонов проектирования. Опыт работы с WPF, EntityFramework / ADO, WCF. ;Разработка программного обеспечения (Конечные решения на базе технологий: распознавание\синтез речи, обработка биометрических данных).;"ООП; Git; Linux; PostgreSQL; Spring Framework; Hibernate ORM; Android; C#; .NET Framework; C/C++"
3;33844007;Программист C#;Санкт-Петербург;80000.0;120000.0;ИРИСОФТ;2019-10-18T21:05:19+0300;От 3 до 6 лет;Полный день;Полная занятость;Обязанности:   Индивидуальные проекты различной степени сложности и трудоемкости, рассчитанные на самостоятельного и ответственного программиста.   Требования:  .NET via C# frontend (Core, WinForms, WPF)  Пожелания:  JavaScript и/или TypeScript Node.js C++ Java SE  Весомым плюсом будет опыт разработки в следующих отраслях:  Инженерно-конструкторская работа (CAD/CAM) Системы управления данными (PDM/PLM) Архитектурно-строительное направление (BIM)  Условия:  Стабильная интересная работа Материальное вознаграждение, растущее вместе с достижениями Гибкий график и удаленная работа после наработки опыта. ;  Стабильная интересная работа Материальное вознаграждение, растущее вместе с достижениями Гибкий график и удаленная работа после наработки опыта. ;NET via C# frontend (Core, WinForms, WPF). JavaScript и/или TypeScript. C++. Java SE. Весомым плюсом будет опыт разработки в...;Инженерно-конструкторская работа (CAD/CAM). Системы управления данными (PDM/PLM).;"Java; C#; HTML; SQL; XML; ООП; JavaScript; C++; Английский язык; TypeScript; Node.js; .NET Framework"
38;34133221;Программист C#;Тюмень;30000.0;100000.0;Строительный Двор;2019-10-17T09:55:43+0300;Нет опыта;Полный день;Полная занятость;"Строительный Двор - крупнейший поставщик строительных и отделочных материалов с 1993 года!16 городов, 54 розничных магазинов, более 2 000 сотрудников.У нас микросервисная архитектура и agile подход к разработке,нет менеджеров и начальников, у нас есть самоорганизованные команды!Открытость экспериментам и новым инструментам!Мы любим web и у нас всегда есть интересные задачи! Требования:  Уверенное знание платформы Microsoft .NET (Framework 4.6 и выше), языка C# Понимание шаблона MVVM, опыт работы с WPF Понимание DI, REST API Опыт работы с Git  Будет плюсом:  Опыт работы с Prism, Unity (DI)  Обязанности:  Развитие и поддержка внутреннего приложения C#/WPF Развитие backend-части приложения на языке ABAP (знание языка не требуется, обучение на месте)  Условия:  официальная заработная плата, уровень обсуждается на собеседовании; свободный график работы; официальное трудоустройство; система наставничества; современный классный офис со своей столовой; насыщенная корпоративная жизнь; дополнительный официальный день отпуска за каждый год работы в компании.  Стань частью нашей команды !Мы ждём твоё резюме!";"  официальная заработная плата, уровень обсуждается на собеседовании; свободный график работы; официальное трудоустройство; система наставничества; современный классный офис со своей столовой; насыщенная корпоративная жизнь; дополнительный официальный день отпуска за каждый год работы в компании.  Стань частью нашей команды !Мы ждём твоё резюме!";Уверенное знание платформы Microsoft .NET (Framework 4.6 и выше), языка C#. Понимание шаблона MVVM, опыт работы с WPF. ;Развитие и поддержка внутреннего приложения C#/WPF.;"C#; WPF; MVVM; Git; Prism"
33;32988193;Программист C#;Омск;50000.0;100000.0;НИИТКД;2019-10-18T11:38:16+0300;От 1 года до 3 лет;Полный день;Полная занятость;"Какие задачи:  Разработка ПО для вновь создаваемого оборудования (направление все, что связано с железной дорогой, кроме рельс и шпал)))) под Windows и Linux (используем Raspberry pi) - комплексы бортовой диагностики локомотивов, терминал управлением процесса ремонта в депо и т.д.  Написание парсеров для загрузки данных в БД, различных GUI программ, модулей стыковки с производителями других систем   Модернизация сайта обработки информации ( http://82.200.22.71)   Что мы гарантируем:  Официальную выплату Заработной платы( заработная плата будет зависеть от уровня знаний кандидата) ; ГОДОВУЮ ПРЕМИЮ; Официальное трудоустройство; Предоставление всех гарантий по трудовому законодательству; Материальную помощь, мы рядом всегда и в печали и радости.  Что у нас интересного:  Мы за команду: совместное празднование праздников))) корпоративные мероприятия семьями на природе, подарки детям и взрослым, различные конкурсы. Мы за развитие и обучение: курсы, семинары, конференции, видео конференции, корпоративная библиотека . Мы за совместное обсуждение идей! Мы за комфорт: возможна работа по индивидуальному графику.  ОАО НИИТКД занимается разработкой, внедрением и производством новой техники и технологий для промышленных предприятий России, стран ближнего и дальнего зарубежья. Мы - это:  Сопровождение технологических процессов, обслуживание и ремонт подвижного состава; Уникальные передовые технологии; Научно исследовательские лаборатории, конструкторские бюро, экспериментальные базы, производственные и региональные сервисные центры 30 лет на рынке; 362 высококвалифицированных специалиста!  Звоните или пишите, пообщаемся и найдем общие интересные проекты.";;30 лет на рынке.;Разработка ПО для вновь создаваемого оборудования (направление все, что связано с железной дорогой, кроме рельс и шпал)))) под Windows и...;"C++; С#; PostgreSQL; MySQL; RS485; RS232"
91;34132952;Программист C#;Санкт-Петербург;;80000.0;Техтранс;2019-10-17T09:51:07+0300;От 3 до 6 лет;Полный день;Полная занятость;Обязанности:  Разработка ПО десктопных приложений Сопровождение и рефакторинг существующих проектов  Требования:  Уверенное владение C#, .Net, WPF Знание принципов ООП  Условия:  Трудоустройство в соответствии с ТК РФ Отпуск 31 календарный день ;  Трудоустройство в соответствии с ТК РФ Отпуск 31 календарный день ;Уверенное владение C#, .Net, WPF. Знание принципов ООП.;Разработка ПО десктопных приложений. Сопровождение и рефакторинг существующих проектов.;"C#; .NET Framework; Windows Forms; WPF; Git; ООП"
57;32470062;Программист C#;Челябинск;60000.0;60000.0;Мегаполис;2019-10-17T18:05:06+0300;От 1 года до 3 лет;Полный день;Полная занятость;Обязанности: 1. Развитие существующих проектов.2. Разработка новых программных продуктов.3. Консультирование пользователей предприятия, работающих с внедренным ПО. Требования:  Профильное образование Хорошее знание C# Опыт работы с MS Visual Studio для C#. Наличие законченных проектов на C# Опыт использования систем управления версиями. Знание реляционный баз данных, MS SQL Server (написание и оптимизация SQL запросов в Transact SQL) Дополнительным плюсом будет опыт работы с базами данных Firebird.  Условия:  Группа компаний Мегаполис примет на постоянную работу программиста C#.  Мы предлагаем:  Пятидневную рабочую неделю с 10.00 до 19.00. Официальное трудоустройство, полный соц. пакет. Дружный молодой коллектив. Интересные задачи, возможности профессионального и карьерного роста.   ;  Пятидневную рабочую неделю с 10.00 до 19.00. Официальное трудоустройство, полный соц. пакет. Дружный молодой коллектив. Интересные задачи, возможности профессионального и карьерного роста.   ;Профильное образование. Хорошее знание C#. Опыт работы с MS Visual Studio для C#. Наличие законченных проектов на C#. ;1. Развитие существующих проектов. 2. Разработка новых программных продуктов. 3. Консультирование пользователей предприятия, работающих с внедренным ПО.;
67;34146382;Программист C#;Санкт-Петербург;60000.0;;Визардсофт;2019-10-17T16:12:04+0300;От 1 года до 3 лет;Удаленная работа;Частичная занятость;"Наша компания почти 20 лет занимается автоматизацией деятельности строительных компаний и является одним из лидеров этого рынка в России. Количество наших пользователей превышает 10 000 человек ОБЯЗАННОСТИ:  участие в проекте по поддержке и доработке программного продукта (в том числе в командной разработке) для обеспечения взаимодействия продуктов компании с Autodesk Revit (развитие плагина для Revit, созданного с использованием API Revitа). Приветствуется знание API Renga, Arhicad  ОСНОВНЫЕ ТРЕБОВАНИЯ:  высшее образование; знание С#, Microsoft Visual Studio 2013 и выше; знание английского языка на уровне, достаточном для чтения MSDN; желание и умение работать в команде. приветствуются:  опыт программирования на C++/С# от 2 лет; опыт работы с системами контроля версий; опыт использования GIT и Redmine.   личностные характеристики:  обучаемость и желание учиться; ответственность, внимательность, аккуратность; самостоятельность, инициативность, ориентация на результат; способность продуктивно работать в команде; способность и желание осваивать новые технологии; умение конструктивно взаимодействовать с другими людьми.    УСЛОВИЯ:  интересная работа в крупной и стабильной IT-компании; заработная плата сдельная; размер заработной платы обсуждается по результатам собеседования; ";;Высшее образование. Знание С#, Microsoft Visual Studio 2013 и выше. Знание английского языка на уровне, достаточном для чтения MSDN. ;Участие в проекте по поддержке и доработке программного продукта (в том числе в командной разработке) для обеспечения взаимодействия продуктов компании...;"C#; Visual Studio C#; Разработка ПО; MS Visual C++; Revit API; renga API; Arhicad API"
7;33857176;Программист C#;Казань;80000.0;;ТатАИСЭнерго;2019-10-16T13:36:39+0300;От 3 до 6 лет;Гибкий график;Проектная работа;"Уровень зарплаты 80 000 руб на руки Полный день, проектная работа Для разработки проекта системы краткосрочной работы на рынке электроэнергии (ОРЭМ) представляющей собой высоконагруженное многопользовательское веб-приложение, которое позволит полностью автоматизировать работу генерирующих компаний на ОРЭМ, требуются C# - разработчики. Данное приложение будет обмениваться данными с единой энергетической сетью (СО ЕЭС) и другими внешними системами с использованием электронной цифровой подписи Длительность проекта – 2 года. По истечении 2-х лет возможно продолжение проекта или постоянное трудоустройство. Требования:  Опыт в разработке программного обеспечения больше 2-х лет; C#, ASP.NET, Web API; SQL, Мicrosoft SQL Server; HTML, CSS, JavaScript; Знание и понимание принципов криптографии и работы с электронной подписью;  Желательно:  AngularJS, Angular или Vue.js;  Условия:  Стабильная выплата заработной платы; Премии по итогам работы; Работа в офисе (в центре г. Казани); График работы: 5 рабочих дней / 2 выходных; Оплачиваемый отпуск.     ";"  Стабильная выплата заработной платы; Премии по итогам работы; Работа в офисе (в центре г. Казани); График работы: 5 рабочих дней / 2 выходных; Оплачиваемый отпуск.     ";Опыт в разработке программного обеспечения больше 2-х лет. C#, ASP.NET, Web API. SQL, Мicrosoft SQL Server. HTML, CSS, JavaScript. ;...позволит полностью автоматизировать работу генерирующих компаний на ОРЭМ, требуются C# - <highlighttext>разработчики</highlighttext>. Данное приложение будет обмениваться данными с единой энергетической сетью...;"AngularJS; JavaScript; ASP.NET; CSS; HTML; C#; SQL; vue.js"
3;33915974;Программист C#;Челябинск;130000.0;;НТЦ Комплексные Системы;2019-10-16T08:48:31+0300;Более 6 лет;Полный день;Полная занятость;"Обязанности:  Разработка ПО для технологических систем, систем автоматического управления, систем учета энергоресурсов.  Требования:  высшее образование; знание ООП и структур данных; опыт разработки на C# не менее шести лет; знание .NET Framework; опыт работы с Visual Studio; Знание XML и SQL на очень хорошем уровне; умение работать с системами контроля версий.  Условия:  работа в комфортабельном офисе; трудоустройство в соответствии с трудовым законодательством РФ; премия по итогам года; страховка Дополнительного Медицинского Страхования (ДМС).   ";"  работа в комфортабельном офисе; трудоустройство в соответствии с трудовым законодательством РФ; премия по итогам года; страховка Дополнительного Медицинского Страхования (ДМС).   ";Высшее образование. Знание ООП и структур данных. Опыт разработки на C# не менее шести лет. Знание .NET Framework. ;Разработка ПО для технологических систем, систем автоматического управления, систем учета энергоресурсов.;"MS SQL; SQL; MS SQL Server; C#; Visual Studio C#; MS Visual Studio; XML; ООП; SVN"
6;33939924;Программист C#;Новосибирск;;;Дата Ист;2019-10-19T05:32:31+0300;От 1 года до 3 лет;Полный день;Полная занятость;"Мы реализуем высокотехнологичные проекты в сфере геоинформационных систем - от мобильных картографических приложений до систем управления геоданными на корпоративном уровне. Программные продукты, информационные системы и решения нашей компании применяются в управлении территориями и природными ресурсами, геологии и геофизике, добыче нефти и газа, управлении городским хозяйством, земельном кадастре, транспортной логистике, в сельском и лесном хозяйстве и многих других сферах деятельности. XTools Pro – набор инструментов к настольной версии ArcGIS, который делает работу по созданию профессиональных цифровых карт проще и быстрее. Это – наш собственный продукт, известный в среде ГИС-специалистов по всему миру. Геоинформационные системы (ГИС) — это самые современные цифровые технологии, направленные на создание, обработку и управление данными, имеющими координаты в пространстве. Требования к кандидатам:  NET (C#, WPF), Git; знание и понимание ООП; владение английским языком на уровне чтения технической документации (intermediate); ответственность, умение работать в команде, умение работать с чужим кодом.  Дополнительно приветствуется:  опыт работы с СУБД; умение работать с системой контроля версий (GIT, TFS и пр.); знание Python; знакомство с гибкими методологиями Agile (Scrum, Kanban).  Чем надо будет заниматься:  разрабатывать модули/плагины к ArcGIS Desktop на С# .NET с использованием WPF.  Мы предлагаем:  работа в команде; 8-часовой рабочий день (начало рабочего дня гибкое, до 10:00); испытательный срок - 1 месяц; официальное трудоустройство, льготы и гарантии по трудовому кодексу, «белая» заработная плата; предоставление отпусков в удобное время (28 дней в год); бесплатная медицинская страховка, которая включает ведущие клиники Новосибирска: ЦНМТ, Академмедикал, Медицинский центр им. Е.Н. Мешалкина, НИИТО, а также сеть Дентал Сервис; мощное железо: Intel Core i7, SSD, 16GB RAM; современный софт: в работе используем Visual Studio 2017, GIT для хранения исходного кода, YouTrack для баг-трекинга и билд-сервер с TeamCity для автоматической сборки исходного кода, ОС и office-пакеты последней линейки; компенсация стоимости занятий в бассейне; уютный и просторный офис, удобные кресла, мощное железо, современный софт, ароматный кофе и многое-многое другое.  Как мы разрабатываем XTools Pro При разработке XTools Pro мы сталкиваемся с различными типами задач — это и разработка новых алгоритмов, и создание красивого и удобного интерфейса, и решение архитектурных проблем, связанных с необходимостью поддерживать несколько платформ. Мы стараемся быстро реагировать на запросы пользователей, включаем в продукт новые инструменты и улучшения. Количество разработчиков в команде зависит от текущих задач. У нас есть менеджер продукта, разработчики, технический писатель, тестировщики и дизайнер. Для качественного управления проектом и планирования новых версий применяем методологию Scrum и баг-трекер YouTrack. Большая часть продукта написана на C#, а на С реализованы алгоритмы. Когда требуется написать интеграционные, нагрузочные или системные тесты, используем Python, в частности фреймворк PyTest. Разработку ведем в среде Visual Studio, а для совместной работы над кодом используем Git. Для техподдержки используем Zendesk, и пользователи XTools Pro могут быть уверены, что ни один запрос не будет пропущен! Нравится наш проект и подход к разработке - присоединяйтесь к нам :)  ";"  работа в команде; 8-часовой рабочий день (начало рабочего дня гибкое, до 10:00); испытательный срок - 1 месяц; официальное трудоустройство, льготы и гарантии по трудовому кодексу, «белая» заработная плата; предоставление отпусков в удобное время (28 дней в год); бесплатная медицинская страховка, которая включает ведущие клиники Новосибирска: ЦНМТ, Академмедикал, Медицинский центр им. Е.Н. Мешалкина, НИИТО, а также сеть Дентал Сервис; мощное железо: Intel Core i7, SSD, 16GB RAM; современный софт: в работе используем Visual Studio 2017, GIT для хранения исходного кода, YouTrack для баг-трекинга и билд-сервер с TeamCity для автоматической сборки исходного кода, ОС и office-пакеты последней линейки; компенсация стоимости занятий в бассейне; уютный и просторный офис, удобные кресла, мощное железо, современный софт, ароматный кофе и многое-многое другое.  Как мы разрабатываем XTools Pro При разработке XTools Pro мы сталкиваемся с различными типами задач — это и разработка новых алгоритмов, и создание красивого и удобного интерфейса, и решение архитектурных проблем, связанных с необходимостью поддерживать несколько платформ. Мы стараемся быстро реагировать на запросы пользователей, включаем в продукт новые инструменты и улучшения. Количество разработчиков в команде зависит от текущих задач. У нас есть менеджер продукта, разработчики, технический писатель, тестировщики и дизайнер. Для качественного управления проектом и планирования новых версий применяем методологию Scrum и баг-трекер YouTrack. Большая часть продукта написана на C#, а на С реализованы алгоритмы. Когда требуется написать интеграционные, нагрузочные или системные тесты, используем Python, в частности фреймворк PyTest. Разработку ведем в среде Visual Studio, а для совместной работы над кодом используем Git. Для техподдержки используем Zendesk, и пользователи XTools Pro могут быть уверены, что ни один запрос не будет пропущен! Нравится наш проект и подход к разработке - присоединяйтесь к нам :)  ";NET (C#, WPF), Git. Знание и понимание ООП. Владение английским языком на уровне чтения технической документации (intermediate). Ответственность, умение работать...;Разрабатывать модули/плагины к ArcGIS Desktop на С# .NET с использованием WPF.;"C#; .NET Framework; WPF; Английский язык; Git"
